Sample	Region	Sex	Platform	Population	PC1	PC2	PC3	PC4	PC5	Longitude-E	Latitude-N	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
kalmyk39	Eurasia-NC	M	Affy Human Origins	Kalmyk	-0.00647346	0.019301	-0.000778292	-0.00802568	-0.00124696	45.5	46.5	1.02E-05	-0.00277518	0.00673207	-0.00354101	-0.00194413	-0.0257455	-0.00493918	-0.00687651	-0.00162884	8.01E-05	0.000213682	-5.84E-05	0.000411955	-7.58E-05	-0.000335428
kalmyk44	Eurasia-NC	M	Affy Human Origins	Kalmyk	-0.00628997	0.018143	8.61E-05	-0.0074091	-0.00105308	45.5	46.5	-0.000337845	-0.00277525	0.00716895	-0.00296764	-0.00212621	-0.0275915	-0.00550569	-0.00599411	-0.00245618	0.000734007	-0.00139709	0.000139543	0.000347237	-0.000748829	6.68E-05
kalmyk55	Eurasia-NC	M	Affy Human Origins	Kalmyk	-0.00635753	0.0184763	0.00097578	-0.00961216	-0.00120526	45.5	46.5	-0.000346461	-0.00164651	0.00539831	-0.0028562	-0.00196123	-0.0212938	-0.00356923	-0.00489136	-0.000655564	0.000120585	0.000325623	-0.000998196	0.000192531	5.03E-05	-0.000355935
kalmyk67	Eurasia-NC	M	Affy Human Origins	Kalmyk	-0.00644339	0.0175268	0.000346428	-0.00815613	-0.000970504	45.5	46.5	0.000107326	-0.00262049	0.00742737	-0.00328897	-0.00222346	-0.0275087	-0.00634274	-0.00782982	-0.00190704	-0.000267827	0.000308694	0.000267087	0.000160889	0.000400831	0.000326823
kalmyk9	Eurasia-NC	M	Affy Human Origins	Kalmyk	-0.00656573	0.016653	-0.00213665	-0.00744513	-0.000626934	45.5	46.5	-9.08E-05	-0.00191919	0.00484634	-0.00240779	-0.00223029	-0.0258727	-0.00566276	-0.00815208	-0.00270217	-0.000286872	-0.00103836	0.000232027	0.000172549	-0.000553964	-0.000167019
Kayseri23271	Eurasia-SW	F	Affy Human Origins	Turkish_Kayseri	-0.00599719	-0.00977488	0.00554137	0.00143552	-0.00107186	35.5	39	0.00197807	0.0089091	-0.0175081	0.00424326	7.16E-05	-0.00942492	-0.00114358	-0.00152487	-0.00551927	0.000565056	0.00146357	0.000490739	4.10E-06	0.0003032	-0.00181258
Kayseri23549	Eurasia-SW	M	Affy Human Origins	Turkish_Kayseri	-0.00579623	-0.00753312	0.00520455	0.00120684	-0.000242412	35.5	39	0.00169025	0.00721811	-0.015241	0.00251473	-0.00027743	-0.00983362	-0.000466771	-0.00051733	-0.00375072	0.00089336	0.000359364	0.000386142	9.75E-06	-0.000351407	-0.000867134
Kayseri23892	Eurasia-SW	M	Affy Human Origins	Turkish_Kayseri	-0.00582659	-0.00846556	0.00367687	0.000405582	-0.000753714	35.5	39	0.00119377	0.00794155	-0.0152116	0.00277859	0.00299259	-0.0119057	5.88E-06	-0.000559625	-0.0051817	0.00128143	-0.0010002	-0.000743806	0.000479878	-0.000976815	-0.00137971
Kayseri23967	Eurasia-SW	M	Affy Human Origins	Turkish_Kayseri	-0.00597763	-0.00808807	0.00470097	0.00217104	-0.000817116	35.5	39	0.001197	0.00578631	-0.0128151	0.00329529	-0.00076884	-0.00963906	-0.00171117	-0.0014133	-0.00418052	8.88E-05	-0.000695471	0.000130126	-0.000220845	-0.00186965	-0.00193736
Kayseri24032	Eurasia-SW	M	Affy Human Origins	Turkish_Kayseri	-0.00570278	-0.00794787	0.00398505	0.0021497	-0.00141537	35.5	39	0.00178985	0.0079814	-0.0156	0.00281694	-0.000219399	-0.00821952	-0.0020842	-0.00207848	-0.00396434	0.00183418	0.00136866	-0.000271386	-0.000233402	-0.000980069	-0.00133471
Kayseri24075	Eurasia-SW	M	Affy Human Origins	Turkish_Kayseri	-0.00573935	-0.00944022	0.00535106	0.00236959	-9.03E-05	35.5	39	0.00233503	0.00833136	-0.0153931	0.00379178	0.000611165	-0.00653725	-0.000440273	0.000456522	-0.00359404	3.68E-05	8.03E-05	-0.000319782	-0.000397149	-0.000981671	-0.00134498
Kayseri24266	Eurasia-SW	F	Affy Human Origins	Turkish_Kayseri	-0.0059633	-0.00806939	0.00421311	0.00221083	-0.000374545	35.5	39	0.00128226	0.00651233	-0.0129294	0.00347155	-0.000181731	-0.00916414	-0.000941561	-0.000757839	-0.00405902	0.00120389	-0.000486096	0.00102588	-6.83E-05	-0.00145177	-0.000842387
Kayseri24276	Eurasia-SW	F	Affy Human Origins	Turkish_Kayseri	-0.00592654	-0.00900021	0.0047906	0.0016911	-0.000508445	35.5	39	0.00125093	0.00805257	-0.0164174	0.00367152	0.000376087	-0.00992082	0.000944725	0.000586851	-0.00421834	0.00181835	0.000809315	0.00042874	-0.000524175	-0.00172083	-0.00193147
Kayseri24392	Eurasia-SW	M	Affy Human Origins	Turkish_Kayseri	-0.00615894	-0.00904139	0.00497893	0.000893357	-0.000998764	35.5	39	0.0010356	0.00743976	-0.0152443	0.00286156	-0.000352038	-0.00679419	0.00124693	0.00156231	-0.0030792	-0.000152775	-0.000364416	0.000538765	-0.00015471	-0.00086502	-0.00139716
Kayseri24402	Eurasia-SW	F	Affy Human Origins	Turkish_Kayseri	-0.0059644	-0.00829558	0.00535426	0.00114352	-0.000940622	35.5	39	0.00155205	0.0071102	-0.0146891	0.00276194	0.000821154	-0.00842992	0.000787516	0.000721369	-0.00325771	0.000596293	-0.000112355	-0.000336112	0.00108551	-0.000359233	-0.00163933
Kor2	Eurasia-NE	F	Affy Human Origins	Koryak	-0.00634149	0.0216706	-0.0148049	4.20E-05	-0.00139552	160	59	-0.000637477	-0.00688757	0.0205702	-0.00999742	-0.00528118	-0.0667327	-0.0170722	-0.0233677	-0.0034144	-0.000404601	0.000322898	0.000344368	1.81E-05	-6.41E-06	0.0006463
Kor22	Eurasia-NE	M	Affy Human Origins	Koryak	-0.00655895	0.0207829	-0.0143396	-0.00117735	-0.000572312	160	59	-0.00141288	-0.00576267	0.0195798	-0.00894166	-0.00536851	-0.0661952	-0.0169639	-0.0221371	-0.00364543	-0.000549442	4.00E-05	0.00109152	0.000574992	0.000378194	-0.000427735
Kor30	Eurasia-NE	M	Affy Human Origins	Koryak	-0.00663559	0.0212131	-0.0123706	-0.00176698	-0.000699066	160	59	-0.000978899	-0.00574922	0.0187975	-0.00890014	-0.00526122	-0.0643839	-0.0152834	-0.0200328	-0.00349094	-0.000186267	-7.08E-05	0.000724729	0.000349761	1.81E-05	-0.000165886
Kor35	Eurasia-NE	F	Affy Human Origins	Koryak	-0.00660325	0.0214756	-0.0134659	-0.00153696	-0.000891947	160	59	-0.00115189	-0.0059398	0.0189256	-0.00866837	-0.00522592	-0.0640819	-0.0158335	-0.0212856	-0.003208	-0.000682809	-7.69E-05	0.000999851	0.000891372	9.62E-06	6.98E-05
Kor40	Eurasia-NE	F	Affy Human Origins	Koryak	-0.00657946	0.0211911	-0.0146031	0.00196095	-0.000584228	160	59	-0.00111488	-0.00614481	0.0198218	-0.00980401	-0.0051379	-0.0679081	-0.0156641	-0.0206747	-0.00324163	-0.000793098	-0.000431888	0.000565276	0.000428674	0.000305622	0.0004592
Kor49	Eurasia-NE	F	Affy Human Origins	Koryak	-0.0063006	0.0211177	-0.0132763	-0.0015745	-0.00127239	160	59	-0.000968283	-0.00609476	0.0193246	-0.00908196	-0.00464881	-0.067494	-0.017163	-0.0226495	-0.00376367	-0.000823575	0.000400771	0.000574931	0.000646668	0.000183458	0.000868422
Kor54	Eurasia-NE	F	Affy Human Origins	Koryak	-0.00651462	0.0209336	-0.0154146	-0.000167573	-0.000410781	160	59	-0.00150383	-0.00651108	0.0197216	-0.00927122	-0.00525395	-0.0634824	-0.0146528	-0.0196658	-0.00326122	-0.000533164	0.000366882	0.000815059	0.000202642	0.000156122	-0.000568201
Kor57	Eurasia-NE	M	Affy Human Origins	Itelmen	-0.00654597	0.0207237	-0.0148937	6.05E-05	-0.00109682	160	57	-0.000645194	-0.00647025	0.0197593	-0.00956385	-0.00523525	-0.0674059	-0.0159409	-0.0210599	-0.00276825	-0.000486735	-0.00012476	0.000748593	0.000397598	0.000304706	0.000108913
Kor60	Eurasia-NE	M	Affy Human Origins	Itelmen	-0.0066343	0.0208243	-0.0148252	-0.000551403	-0.000670159	160	57	-0.00157018	-0.00691662	0.0194431	-0.00873651	-0.004987	-0.0644798	-0.0159564	-0.0207421	-0.00257505	-0.000543163	0.000130037	0.00126345	0.000713756	-0.000124061	-0.000226412
Kor61	Eurasia-NE	M	Affy Human Origins	Koryak	-0.00660369	0.0203666	-0.0149868	-0.00125933	-0.00102966	160	59	-0.000975693	-0.00612824	0.0197114	-0.00897356	-0.00521078	-0.067278	-0.0162912	-0.0220345	-0.00271298	-0.000290921	0.000376546	0.000464832	0.000412623	-0.000115606	-0.000120864
Kor62	Eurasia-NE	F	Affy Human Origins	Itelmen	-0.00672104	0.0205975	-0.014951	-0.000513471	-0.00075756	160	57	-0.000788629	-0.00698894	0.0193528	-0.00903666	-0.00519163	-0.0644587	-0.0150285	-0.0196723	-0.00303338	-0.0010095	0.000377203	0.000775177	9.99E-05	2.43E-05	-0.00010951
Kor66	Eurasia-NE	F	Affy Human Origins	Koryak	-0.00663227	0.0221629	-0.0133798	-0.00170946	-0.000794818	160	59	-0.00101677	-0.00706494	0.0200041	-0.0094801	-0.00548661	-0.0668398	-0.0157306	-0.020337	-0.00368941	-0.000406994	0.00131279	0.000642081	-1.40E-05	-0.000186388	0.000119629
Kor72	Eurasia-NE	F	Affy Human Origins	Itelmen	-0.00673529	0.0208138	-0.0142597	-0.000913803	-0.000879614	160	57	-0.00116916	-0.00613782	0.0196779	-0.00919708	-0.00514359	-0.0650626	-0.0174427	-0.0237625	-0.00402949	-6.66E-05	-0.000122533	0.000709353	0.00108202	-2.49E-05	0.000331226
Kor76	Eurasia-NE	F	Affy Human Origins	Itelmen	-0.00660955	0.0205585	-0.0152353	-0.00110849	-0.000995621	160	57	-0.00137831	-0.00731698	0.0211714	-0.0100039	-0.00494292	-0.0676446	-0.0174091	-0.0237287	-0.00373741	-7.07E-05	5.92E-05	0.000674588	0.000293143	-0.000353689	9.27E-05
Kor78	Eurasia-NE	F	Affy Human Origins	Itelmen	-0.00660033	0.0210092	-0.0138347	0.000322029	-0.000869506	160	57	-0.00127453	-0.00675427	0.019202	-0.0100059	-0.0052649	-0.0656037	-0.0159873	-0.0204681	-0.003743	-0.00113	0.00028646	0.000609746	0.000709907	0.000376723	-0.000637001
kumyks40	Eurasia-NC	F	Affy Human Origins	Kumyk	-0.00602903	-0.0103934	0.00424551	0.0023728	-0.000694083	46.5	43.5	0.00160665	0.00522654	-0.0112217	0.00286766	0.000905687	-0.00643344	0.000981015	4.42E-05	-0.00338369	0.00141692	0.00104924	0.00016379	0.000376976	-0.00112105	-0.00131608
kumyks41	Eurasia-NC	M	Affy Human Origins	Kumyk	-0.0062447	-0.00815215	0.00334837	0.00242183	0.000169736	46.5	43.5	0.000345854	0.00157092	-0.00660654	0.00106901	-4.46E-05	-0.00873611	9.51E-05	0.000395163	-0.00289341	0.000532078	3.03E-05	0.000956602	0.000136599	-0.00156832	-0.00117443
kumyks44	Eurasia-NC	M	Affy Human Origins	Kumyk	-0.00611342	-0.00741845	0.00507876	0.00298289	0.000887895	46.5	43.5	0.00097967	0.00364952	-0.00702214	0.00162374	-0.000119383	-0.00875748	0.00119882	0.00342675	-0.00182304	0.0001453	0.00100728	0.000855578	0.000201575	-0.000778446	-0.00161921
kumyks90	Eurasia-NC	F	Affy Human Origins	Kumyk	-0.00626712	-0.00874019	0.00236817	0.000699499	0.000281113	46.5	43.5	0.000920345	0.00274876	-0.00704309	0.00132459	-3.12E-05	-0.00665989	-0.000285712	-6.00E-05	-0.00295434	0.000380671	0.000453691	0.00142184	0.000203275	-0.000139404	-0.000851955
kumyks93	Eurasia-NC	M	Affy Human Origins	Kumyk	-0.00631697	-0.00811533	0.00329878	0.00158875	0.000235071	46.5	43.5	-2.53E-05	0.00296148	-0.00776698	0.00105926	-0.000110675	-0.00911587	0.00134125	0.000291177	-0.0039161	0.000947644	-0.000477171	-0.000326245	6.90E-05	-0.000413743	-0.000943034
kumyks94	Eurasia-NC	F	Affy Human Origins	Kumyk	-0.00595385	-0.00798744	0.00461201	0.00294455	-0.000304915	46.5	43.5	0.000710726	0.00436538	-0.00974532	0.00204331	-0.000228488	-0.00817051	0.000966794	0.000492409	-0.00406992	-2.13E-05	-0.000250087	0.00123828	7.90E-05	-0.00106222	-0.000566784
kumyks97	Eurasia-NC	F	Affy Human Origins	Kumyk	-0.00600711	-0.00839252	0.00345676	0.00325738	-0.000224312	46.5	43.5	0.00063474	0.0025676	-0.0064715	0.00149625	-0.000530247	-0.00860764	-0.00014538	-0.000941109	-0.00285378	-0.000187565	0.00032093	0.00101826	5.67E-05	-2.13E-05	-0.000292048
kumyks98	Eurasia-NC	F	Affy Human Origins	Kumyk	-0.00624724	-0.00918179	0.00420566	0.00339583	0.000727477	46.5	43.5	-5.37E-05	0.00293042	-0.00728499	0.00123576	-0.000133537	-0.00792354	0.000675014	-0.000699042	-0.00223824	-0.000541884	-0.000571482	0.000188098	-0.000480001	-0.000536966	-0.00193336
lez31	Eurasia-SW	M	Affy Human Origins	Lezgin	-0.00644632	-0.00900072	0.00279027	0.0035496	0.000599075	48.5	41.5	9.22E-05	0.00218171	-0.00686528	0.00153336	0.000523385	-0.00505538	0.00046872	0.00074309	-0.00249414	0.00130214	0.000381572	6.55E-06	-0.000695386	-0.000298482	-0.000482035
lez33	Eurasia-SW	M	Affy Human Origins	Lezgin	-0.00626902	-0.00981046	0.00407515	0.00517446	0.000478591	48.5	41.5	0.000389773	0.00182811	-0.00581926	0.0016996	-0.000366658	-0.0065379	0.000911593	3.46E-05	-0.00261573	0.000178218	0.000158475	0.000444073	2.71E-05	-0.00133177	-0.000829115
lez36	Eurasia-SW	M	Affy Human Origins	Lezgin	-0.00629473	-0.00975705	0.00361799	0.00425779	0.000819529	48.5	41.5	9.68E-05	0.00145266	-0.006046	0.00131664	0.000183687	-0.00969531	0.00189765	0.00254909	-0.0022802	6.42E-05	-0.00119786	0.000122846	0.000304378	-0.000603289	-0.000679358
lez37	Eurasia-SW	M	Affy Human Origins	Lezgin	-0.00623485	-0.00919013	0.00412263	0.00465653	0.000984534	48.5	41.5	-0.000108161	0.00224794	-0.00717769	0.00184421	-0.000161328	-0.00588526	0.00115602	0.000881485	-0.00399366	0.000680453	5.55E-06	0.000428359	0.000393897	-0.00151886	-0.00140113
lez38	Eurasia-SW	M	Affy Human Origins	Lezgin	-0.0061774	-0.00855616	0.0035989	0.00332213	0.000643449	48.5	41.5	0.000743102	0.00244895	-0.00640041	0.00167851	0.000231185	-0.00781144	0.00171118	0.00233549	-0.00231048	0.000653755	-0.000736146	-5.15E-05	0.000599299	-0.000406859	-0.000648995
lez40	Eurasia-SW	M	Affy Human Origins	Lezgin	-0.0061725	-0.00947955	0.00351586	0.00498583	0.000438924	48.5	41.5	0.000135893	0.00183094	-0.00591273	0.00107465	-0.0010481	-0.00981752	0.00144982	0.00168602	-0.00272968	0.0008188	-0.000192664	0.000433502	7.01E-05	-0.000225883	-0.00072168
lez49	Eurasia-SW	M	Affy Human Origins	Lezgin	-0.00626083	-0.00944722	0.00399914	0.00311204	0.00114065	48.5	41.5	2.72E-05	0.00259679	-0.00679901	0.0019452	3.75E-05	-0.00512624	0.00247368	0.00157011	-0.00292381	0.000837535	6.08E-07	-0.000254884	-0.000736167	-0.0010705	0.000166262
lez7	Eurasia-SW	F	Affy Human Origins	Lezgin	-0.00623361	-0.00938128	0.00391992	0.00304687	0.000929497	48.5	41.5	0.000865589	0.00292144	-0.00642729	0.00175527	-0.00112985	-0.00697057	0.00122729	0.00173149	-0.0031247	0.000255584	-0.000603728	0.000519956	-0.000341672	-0.00143321	-0.00139776
lez9	Eurasia-SW	F	Affy Human Origins	Lezgin	-0.00643949	-0.0092555	0.00320806	0.00400638	0.000578482	48.5	41.5	2.45E-05	0.00150797	-0.00595805	0.000471806	-0.000366561	-0.00771588	0.00250463	0.00338273	-0.00297021	-0.000682596	0.000428183	0.000137814	-0.000209288	-0.00130936	-0.000661876
LibyanJew1104	Africa-N	F	Affy Human Origins	Libyan_Jew	-0.00459782	-0.0113999	0.00457909	-0.00149229	-0.003454	17	27	0.00494489	0.0160041	-0.0297352	0.00579412	-8.52E-05	-0.0104609	-0.00410116	-0.00133644	-0.00240417	-6.28E-05	0.00109576	-0.000350251	0.00131133	-0.00116346	0.000765268
LibyanJew1263	Africa-N	F	Affy Human Origins	Libyan_Jew	-0.00417163	-0.0114677	0.00439123	-0.000709377	-0.00218046	17	27	0.00533182	0.0148922	-0.025029	0.00485402	0.000570127	-0.00863452	-0.00187245	-0.00462394	-0.00289501	-0.000367771	-0.000243847	-0.000230283	0.00085883	-0.000114852	-0.00057527
LibyanJew1438	Africa-N	F	Affy Human Origins	Libyan_Jew	-0.00422238	-0.0111322	0.00473857	-0.000206226	-0.00416279	17	27	0.00518266	0.0156171	-0.0290961	0.00648009	-0.000385321	-0.0101131	-0.00635595	-0.00332002	-0.00496909	0.00170276	0.00135667	-0.000949004	0.000934132	-0.0015437	-9.53E-05
LibyanJew1462	Africa-N	F	Affy Human Origins	Libyan_Jew	-0.00439379	-0.0111774	0.00370163	-0.00106655	-0.0031956	17	27	0.00538198	0.0182437	-0.0273445	0.00464242	0.000443992	-0.00817969	-0.0015383	-0.00152613	-0.00257307	-0.00109883	0.000330397	0.000183983	0.000397	-0.000183158	-0.00126958
LibyanJew1601	Africa-N	M	Affy Human Origins	Libyan_Jew	-0.00397041	-0.0112971	0.00432954	-0.00143278	-0.00290579	17	27	0.00464131	0.0152072	-0.026854	0.00439269	-0.00174923	-0.0104583	-0.00285528	-0.00300407	-0.00356088	0.000645506	6.23E-05	0.000913853	-0.00109097	0.00130706	0.00107922
LibyanJew1605	Africa-N	M	Affy Human Origins	Libyan_Jew	-0.00399637	-0.0112056	0.00280518	-0.00202938	-0.00311829	17	27	0.0057013	0.0166451	-0.0257281	0.00599557	-0.000212985	-0.00936932	-0.00256739	-0.00386051	-0.00209597	-0.00106448	0.000213665	0.000722959	0.00012832	-0.00194232	-0.00153363
LibyanJew1611	Africa-N	M	Affy Human Origins	Libyan_Jew	-0.00447545	-0.0111878	0.00382898	-0.00185336	-0.00296238	17	27	0.00424549	0.0179078	-0.0288954	0.00502099	0.000770617	-0.00725515	-0.00329721	-0.00470029	-0.00354808	0.000240576	-0.000699211	0.000337188	0.00122782	-0.00143173	-0.000701654
LibyanJew1639	Africa-N	M	Affy Human Origins	Libyan_Jew	-0.00396175	-0.011454	0.00392855	-0.000251777	-0.00332578	17	27	0.00551664	0.0195248	-0.030118	0.00506522	0.00289029	-0.0111073	-0.00239638	-0.00471181	-0.00465289	0.00219494	0.000629906	0.00138802	-0.0021496	-0.00361663	-0.000778541
LibyanJew1659	Africa-N	M	Affy Human Origins	Libyan_Jew	-0.00409462	-0.0113886	0.00396595	-0.00132095	-0.00322403	17	27	0.00503505	0.0162221	-0.0260756	0.0032733	0.000475166	-0.00908017	-0.00316527	-0.00405311	-0.00346408	-0.000804234	-0.000220097	0.00186195	-3.91E-05	-0.00162066	-0.00108921
lithuania1	Eurasia-NW	M	Affy Human Origins	Lithuanian	-0.00693692	-0.012018	-0.00227538	-0.00862102	-0.000140557	24	55	-0.00188022	-0.0096644	0.0152789	-0.00418544	-0.000168199	0.00199804	-0.00151169	-0.00190156	0.00155354	-0.000551441	0.000308372	-0.000692573	7.03E-05	0.000621216	0.00108385
lithuania10	Eurasia-NW	M	Affy Human Origins	Lithuanian	-0.00694275	-0.0119047	-0.00341532	-0.00917642	0.000314506	24	55	-0.00233087	-0.00990783	0.018103	-0.003387	-0.000937825	0.00561965	-0.000329765	-0.00104575	0.00282492	-0.000234203	-0.000277009	-0.000150777	-0.00173084	2.66E-05	0.000998986
lithuania2	Eurasia-NW	M	Affy Human Origins	Lithuanian	-0.00682587	-0.0127164	-0.00298564	-0.00751747	8.88E-05	24	55	-0.00227886	-0.0109743	0.0180077	-0.00482336	-0.00011104	0.00236944	-0.00084134	-0.002525	0.00275602	0.000777803	-1.96E-06	-0.000210462	-0.00107242	0.000245959	0.00146289
lithuania3	Eurasia-NW	M	Affy Human Origins	Lithuanian	-0.00699738	-0.0121972	-0.00319599	-0.00835103	0.000811429	24	55	-0.00176051	-0.00953988	0.0148194	-0.00259848	-0.000994476	0.00238512	0.000574164	0.00203788	0.00220736	2.92E-05	-0.000349701	0.00029792	-0.000953321	-4.22E-05	-0.000165735
lithuania8	Eurasia-NW	M	Affy Human Origins	Lithuanian	-0.00686865	-0.012028	-0.00243659	-0.00807853	0.000360062	24	55	-0.0020139	-0.00919366	0.0151758	-0.00313294	-0.000122375	0.00500206	0.00215067	0.00237625	0.0031659	0.000261673	-0.000194777	0.000846496	-6.66E-05	0.00135218	0.000688293
lithuania9	Eurasia-NW	M	Affy Human Origins	Lithuanian	-0.00685514	-0.0122632	-0.00393708	-0.00968624	0.000354875	24	55	-0.00185487	-0.00984111	0.0173196	-0.00377385	0.00246023	0.00356746	-0.000486001	-0.00177922	0.00373816	-2.08E-05	-0.000598052	-0.000293725	-0.000339729	0.000572238	0.00132034
LithuanianA1	Eurasia-NW	M	Affy Human Origins	Lithuanian	-0.00690048	-0.0125534	-0.00380403	-0.00790854	-6.83E-06	24	55	-0.00218271	-0.0109321	0.0183069	-0.00390834	-0.000813133	0.00287319	-0.000307889	-0.000465035	0.00251768	0.000338261	-0.000528281	-0.0002327	-0.000582754	0.000676134	0.00121223
LithuanianD1	Eurasia-NW	F	Affy Human Origins	Lithuanian	-0.00681173	-0.0123765	-0.00274242	-0.00851089	0.000660679	24	55	-0.00180334	-0.00917462	0.0154355	-0.00359684	-0.000500583	0.00318687	6.69E-05	-0.000539212	0.0029336	0.000426	-0.00141066	-0.000778311	-0.000751918	0.000476115	0.000535014
LithuanianE2	Eurasia-NW	F	Affy Human Origins	Lithuanian	-0.0069261	-0.0116223	-0.00275105	-0.00795007	0.000811014	24	55	-0.0022044	-0.00901315	0.0160823	-0.00270851	-0.000683518	0.00172081	0.000864776	-7.77E-05	0.00218721	0.000408918	-0.000441122	-0.00101487	-0.00100523	-0.000221218	0.00138195
LithuanianF1	Eurasia-NW	F	Affy Human Origins	Lithuanian	-0.00705522	-0.0123638	-0.00313136	-0.00974091	0.000180541	24	55	-0.00214666	-0.0110061	0.0178942	-0.00285727	-0.00100547	0.00341887	0.000579425	-0.000321779	0.00366703	3.42E-05	-0.000171287	-0.000244298	-0.000562821	0.000633481	0.000827088
Malta15AM91	Eurasia-SW	M	Affy Human Origins	Maltese	-0.00525808	-0.0118004	0.00192945	-0.00389881	-0.00208254	14.5	36	0.00160225	0.00853669	-0.0146913	0.00349432	0.000201732	-0.00351398	-0.00169484	-0.0028281	-0.00256594	0.000310633	-0.000219681	0.000317603	-0.000171816	-0.00126127	-0.000354102
Malta2AM91	Eurasia-SW	M	Affy Human Origins	Maltese	-0.00502392	-0.0112466	0.00296844	-0.00180543	-0.00219231	14.5	36	0.00233963	0.00944525	-0.0185211	0.00348649	-6.85E-05	-0.00683156	-0.00139191	-0.00366307	-0.00487599	0.00225301	-0.000138348	0.000521028	-1.41E-05	-0.00107717	-0.00114227
Malta4AM91	Eurasia-SW	M	Affy Human Origins	Maltese	-0.00524851	-0.0111576	0.0025384	-0.00197208	-0.00163595	14.5	36	0.0023766	0.00783515	-0.0123477	0.00233595	0.000157406	-0.00447008	-0.00111993	-0.0022428	-0.00215694	0.000274353	0.00157275	0.000719739	0.0002812	-0.000773532	-0.000585147
Malta7AM91	Eurasia-SW	M	Affy Human Origins	Maltese	-0.00482113	-0.0116435	0.00208462	-0.00271011	-0.00147537	14.5	36	0.00290665	0.00959236	-0.0158582	0.00331806	0.000812184	-0.00521657	-0.00153984	-0.00276389	-0.00260783	0.00199318	-0.000562824	-4.86E-06	0.000499106	-0.000822277	-0.000786955
Malta8AM91	Eurasia-SW	M	Affy Human Origins	Maltese	-0.00536971	-0.0118573	0.000779391	-0.00333762	-0.00250923	14.5	36	0.00251701	0.00868718	-0.0144835	0.00298316	0.00268636	-0.00259755	-0.00111589	-0.00185633	-0.00121191	-0.000412253	-0.000587386	-0.000936792	0.0014167	-0.000720126	0.000970145
MC_06	Eurasia-NE	F	Affy Human Origins	Chukchi	-0.0067303	0.0212247	-0.0188502	0.00232135	-0.000648904	188	66	-0.00127833	-0.00600958	0.0200317	-0.00934016	-0.00526242	-0.0709661	-0.0162947	-0.021607	-0.00368239	-0.000450728	3.77E-05	0.000619423	0.000690494	-0.000286889	-0.000649458
MC_08	Eurasia-NE	F	Affy Human Origins	Chukchi	-0.00666408	0.0213091	-0.0199785	0.00204015	-0.000863269	188	66	-0.00114758	-0.00561251	0.0186135	-0.00904603	-0.00527533	-0.0638305	-0.0164308	-0.0221851	-0.00384193	-0.000519946	-0.000144998	0.000571984	0.000351946	-0.000225178	0.000179872
MC_14	Eurasia-NE	M	Affy Human Origins	Chukchi	-0.00677984	0.0202519	-0.0227809	0.00606135	-0.000562742	188	66	-0.00134347	-0.00515746	0.0176356	-0.00881051	-0.00530905	-0.0586438	-0.0159605	-0.021855	-0.00388392	0.000179049	-0.000105757	0.000423044	-0.000221745	-8.59E-05	-0.000102996
